6.250077922077909;18.23992751886511;9625
5.3639506634273895;4.307579867857973;10702
5.891802579682329;12.936373093643006;9381
6.298229890208366;20.484270255717476;8926
6.259412304866866;31.65603583870985;8712
6.082621690862525;18.170390820034314;9368
5.649129631430545;3.676722399358319;10283
6.01459854014598;64.0367868613143;10001
5.936580201164647;10.910526423178919;9445
6.533340958481063;27.695267800343235;8743
6.116518689027723;8.10689987212978;9123
5.813989637305719;5.369583521501274;9650
5.563972055888236;4.024153499568428;10020
5.589251439539353;5.032920257340783;10420
5.340285714285698;3.122884002558063;10500
5.614684175213274;9.268887115065356;10433
5.233372333723357;3.478835782057534;11111
5.51389585632586;4.166950172977678;9967
5.914228793121519;15.872256622563766;9537
5.691245653507891;9.886557290369465;9778
5.562296537437129;47.8189532100038;10137
5.698286025210858;4.724215273523806;11027
5.228536880290197;4.266370686988266;10751
5.2803478260869525;4.212206157813652;11500
5.14798168249661;3.398420147913234;11792
5.2628973423658145;15.883367475432896;11514
5.4234975067798175;5.748980627268764;11431
5.567016491754121;4.870883190950961;10005
5.757929351861664;5.5749623149746;9427
6.243416757344954;39.30139043572041;9190
5.951564185544764;27.602681229830377;9270
5.819475964514126;28.8891037798318;9694
5.6282917969932305;4.891486072666094;9911
5.331335952848728;3.211651815604914;10180
5.923570836785408;47.699388428536906;9656
5.732648076531661;8.242103460259578;9826
5.299015824006195;3.2880777729812447;10364
5.5541343079031495;13.527062812734398;10945
5.157040825324041;7.951967397716114;11341
5.295164934478093;5.326282657627773;11065
5.350214044994989;3.7579182908540467;10979
5.24006592199233;26.468871637444515;10922
5.89458345894885;30.210695281251862;9951
6.026199558321607;54.37467743351771;9962
5.521398002853072;4.105065364250938;9814
5.725035446627503;6.021317860588567;9874
5.990309690309694;263.32161654910726;10010
5.359521531100492;2.959352819183876;10450
5.532834819288679;5.108773161494315;10431
5.178196107100431;21.60633500193241;10943
5.293976118338978;4.589535049068543;11222
5.1394066684169175;8.645451179520972;11427
5.412917769283538;3.737441426976046;10203
5.809628466771333;6.040476677941488;9555
5.585671936758888;17.499527861533554;10120
5.425807718746944;4.1142897006007075;10183
5.349088941006678;5.589267099531757;11086
5.384219720496909;5.109761635111072;10304
5.981970649895182;24.41145811424345;9540
5.694648692810455;17.076600918344173;9792

